L52263,304.1,313.1,1327,54.1,57,0,0,0,0,0,0
L52264,304.1,313.1,1969,20.8,59,0,0,0,0,0,0
M19945,304,313,1377,56,61,0,0,0,0,0,0
L52266,304,313,1541,45.9,64,0,0,0,0,0,0
M19947,304,313,1685,28.2,66,0,0,0,0,0,0
L52268,304,313.1,1465,41,69,0,0,0,0,0,0
M19949,303.9,313.1,1483,47.2,71,0,0,0,0,0,0
M19950,303.9,313.2,1570,40.7,74,0,0,0,0,0,0
L52271,303.9,313.2,1345,48.2,77,0,0,0,0,0,0
M19952,303.9,313.2,1608,40.6,79,0,0,0,0,0,0
M19953,304,313.3,1415,52.8,82,0,0,0,0,0,0
M19954,304.1,313.5,1470,45.8,85,0,0,0,0,0,0
M19955,304.1,313.5,1428,39.9,88,0,0,0,0,0,0
H34510,304.2,313.5,1627,32.2,91,0,0,0,0,0,0
L52277,304.2,313.4,1457,49.4,96,0,0,0,0,0,0
L52278,304.2,313.4,1475,40.2,98,0,0,0,0,0,0
L52279,304.2,313.5,1438,50.1,100,0,0,0,0,0,0
M19960,304.2,313.5,1437,47.2,102,0,0,0,0,0,0
M19961,304.1,313.4,1518,42.4,105,0,0,0,0,0,0
M19962,304.1,313.5,1587,33.6,108,0,0,0,0,0,0
L52283,304.1,313.4,1399,43.7,111,0,0,0,0,0,0
L52284,304.1,313.5,1469,44.6,113,0,0,0,0,0,0
L52285,304.1,313.4,1374,56.6,115,0,0,0,0,0,0
L52286,304,313.3,1519,36.7,117,0,0,0,0,0,0
L52287,303.9,313.2,1540,44.4,119,0,0,0,0,0,0
L52288,303.9,313.3,1394,51.6,121,0,0,0,0,0,0
M19969,304,313.4,1389,45.8,123,0,0,0,0,0,0
M19970,304,313.5,1732,26.2,126,0,0,0,0,0,0
L52291,304.1,313.6,1556,37.4,129,0,0,0,0,0,0
M19972,304.1,313.6,1441,43.7,131,0,0,0,0,0,0
L52293,304.1,313.6,1382,46.7,134,0,0,0,0,0,0
M19974,304.2,313.8,1481,44.9,136,0,0,0,0,0,0
M19975,304.2,313.7,2113,18.4,139,0,0,0,0,0,0
L52296,304.2,313.8,1401,53.9,142,0,0,0,0,0,0
L52297,304.1,313.6,1611,31.4,144,0,0,0,0,0,0
M19978,304.2,313.6,1512,33.4,146,0,0,0,0,0,0
L52299,304.2,313.6,1411,46,149,0,0,0,0,0,0
M19980,304.2,313.6,1424,43.7,151,0,0,0,0,0,0
L52301,304.2,313.6,1469,40,154,0,0,0,0,0,0
H34536,304.2,313.5,1684,29.8,156,0,0,0,0,0,0
M19983,304.2,313.5,1532,41.3,161,0,0,0,0,0,0
M19984,304.2,313.5,1557,37.3,164,0,0,0,0,0,0
M19985,304.3,313.5,1416,48.1,167,0,0,0,0,0,0
L52306,304.3,313.5,1802,25.4,170,0,0,0,0,0,0
M19987,304.3,313.5,2245,15.1,172,0,0,0,0,0,0
L52308,304.2,313.4,1434,42.5,175,0,0,0,0,0,0
M19989,304.1,313.3,1725,28.3,177,0,0,0,0,0,0
L52310,304.2,313.3,1668,35.7,180,0,0,0,0,0,0
L52311,304.1,313.3,1452,43.9,182,0,0,0,0,0,0
L52312,304.1,313.3,1415,50,184,0,0,0,0,0,0
L52313,304.1,313.2,1824,25.8,186,0,0,0,0,0,0
L52314,304.1,313.3,1438,45.5,188,0,0,0,0,0,0
L52315,304.1,313.3,1883,24.5,190,0,0,0,0,0,0
L52316,304.2,313.4,1735,28.9,192,0,0,0,0,0,0
L52317,304.3,313.5,1464,36.7,194,0,0,0,0,0,0
M19998,304.3,313.6,1489,40.3,196,0,0,0,0,0,0
M19999,304.4,313.6,1510,38.9,199,0,0,0,0,0,0
M20000,304.3,313.6,1585,32.1,202,0,0,0,0,0,0
L52321,304.4,313.7,1509,35,205,1,1,0,0,0,0
L52322,304.4,313.6,1568,39.1,0,0,0,0,0,0,0
M20003,304.3,313.5,1525,42,2,0,0,0,0,0,0
L52324,304.4,313.7,1607,33.5,5,0,0,0,0,0,0
L52325,304.5,313.7,1670,32.9,7,0,0,0,0,0,0
L52326,304.4,313.6,1585,38.9,9,0,0,0,0,0,0
L52327,304.4,313.6,1569,38.4,11,0,0,0,0,0,0
L52328,304.4,313.6,1507,43.1,13,0,0,0,0,0,0
L52329,304.3,313.5,1452,41.5,15,0,0,0,0,0,0
L52330,304.3,313.5,1590,29.8,17,0,0,0,0,0,0
L52331,304.3,313.6,1409,56,19,0,0,0,0,0,0
L52332,304.3,313.5,2643,12.7,21,0,0,0,0,0,0
L52333,304.2,313.4,1644,31.7,23,0,0,0,0,0,0
L52334,304.2,313.4,1568,37.6,25,0,0,0,0,0,0
H34569,304.2,313.3,1625,37.3,27,0,0,0,0,0,0
L52336,304.2,313.4,1482,41.4,32,0,0,0,0,0,0
H34571,304.1,313.3,1397,49.6,34,0,0,0,0,0,0
L52338,304.1,313.3,1459,50.3,39,0,0,0,0,0,0
L52339,304.2,313.4,1490,44,41,0,0,0,0,0,0
L52340,304.1,313.2,1434,50.1,43,0,0,0,0,0,0
M20021,304.1,313.2,2028,18.9,45,0,0,0,0,0,0
L52342,304.2,313.3,1464,45.9,48,0,0,0,0,0,0
M20023,304.2,313.4,1713,23.5,50,0,0,0,0,0,0
M20024,304.3,313.4,1624,32.1,53,0,0,0,0,0,0
L52345,304.2,313.4,1421,43.4,56,0,0,0,0,0,0
H34580,304.2,313.5,1546,41.4,58,0,0,0,0,0,0
L52347,304.2,313.4,1639,32.7,63,0,0,0,0,0,0
H34582,304.1,313.4,1696,29.6,65,0,0,0,0,0,0
L52349,304.1,313.3,1470,39.9,70,0,0,0,0,0,0
M20030,304.1,313.3,1480,38.4,72,0,0,0,0,0,0
M20031,304.2,313.4,1329,54.5,75,0,0,0,0,0,0
L52352,304.2,313.4,1740,28.2,78,0,0,0,0,0,0
M20033,304.2,313.5,1739,28.1,80,0,0,0,0,0,0
M20034,304.2,313.5,1390,47.8,83,0,0,0,0,0,0
L52355,304.2,313.4,1740,23.7,86,0,0,0,0,0,0
M20036,304,313.3,1844,27.1,88,0,0,0,0,0,0
H34591,304,313.1,1388,53.2,91,0,0,0,0,0,0
H34592,304,313.2,1517,43.1,96,0,0,0,0,0,0
M20039,304,313.1,1450,42.8,101,0,0,0,0,0,0
L52360,304,313.2,1584,38.7,104,0,0,0,0,0,0
L52361,304,313.1,1720,28.7,106,0,0,0,0,0,0
L52362,303.9,313.1,1586,31.9,108,0,0,0,0,0,0
M20043,303.9,313,1901,22.5,110,0,0,0,0,0,0
L52364,304,313,1397,42.4,113,0,0,0,0,0,0
L52365,304,313,2012,21.1,115,0,0,0,0,0,0
L52366,304,313,2354,15,117,0,0,0,0,0,0
L52367,304,313.1,1648,35.7,119,0,0,0,0,0,0
L52368,304,313.2,1632,30.6,121,0,0,0,0,0,0
M20049,304.1,313.2,1427,46.9,123,0,0,0,0,0,0
L52370,304.1,313.2,1452,48,126,0,0,0,0,0,0
L52371,304,313.2,1416,46,128,0,0,0,0,0,0
L52372,303.9,313.1,1310,62.9,130,0,0,0,0,0,0
H34607,304,313.1,1408,39.8,132,0,0,0,0,0,0
M20054,303.9,313.1,1668,34.4,137,0,0,0,0,0,0
L52375,303.9,313,1551,36.8,140,0,0,0,0,0,0
H34610,303.9,313,1517,36,142,0,0,0,0,0,0
H34611,303.8,312.9,1570,35.8,147,0,0,0,0,0,0
L52378,303.8,312.8,1428,53.3,152,0,0,0,0,0,0
L52379,303.8,312.8,1503,40,154,0,0,0,0,0,0
L52380,303.8,312.8,1416,58.7,156,0,0,0,0,0,0
M20061,303.7,312.7,1396,47.3,158,0,0,0,0,0,0
L52382,303.7,312.7,1335,51.1,161,0,0,0,0,0,0
M20063,303.7,312.6,1671,30.5,163,0,0,0,0,0,0
L52384,303.7,312.7,1989,22.4,166,0,0,0,0,0,0
L52385,303.7,312.7,1468,43.3,168,0,0,0,0,0,0
H34620,303.7,312.6,1711,27.6,170,0,0,0,0,0,0
M20067,303.8,312.7,1488,41.3,175,0,0,0,0,0,0
L52388,303.8,312.7,1664,29.3,178,0,0,0,0,0,0
M20069,303.8,312.7,1507,38.5,180,0,0,0,0,0,0
L52390,303.7,312.6,1466,42.5,183,0,0,0,0,0,0
L52391,303.7,312.5,1433,53.6,185,0,0,0,0,0,0
L52392,303.7,312.5,1397,45.7,187,0,0,0,0,0,0
M20073,303.7,312.6,1429,43.3,189,0,0,0,0,0,0
L52394,303.7,312.7,1572,37.2,192,0,0,0,0,0,0
M20075,303.7,312.7,1532,42.7,194,0,0,0,0,0,0
M20076,303.7,312.7,1316,51.8,197,0,0,0,0,0,0
M20077,303.8,312.8,1420,47.9,200,0,0,0,0,0,0
L52398,303.8,312.9,1589,37.2,203,0,0,0,0,0,0
L52399,303.8,313,1365,59.9,205,1,0,0,0,1,0
L52400,303.8,313,1633,32.9,207,0,0,0,0,0,0
L52401,303.9,313,1626,31.4,209,0,0,0,0,0,0
L52402,303.9,313.1,1665,29.6,0,0,0,0,0,0,0
M20083,303.9,313.2,1350,47.2,2,0,0,0,0,0,0
L52404,303.9,313.2,1590,31.9,5,0,0,0,0,0,0
M20085,304,313.2,1437,53.9,7,0,0,0,0,0,0
L52406,303.9,313,1403,48.3,10,0,0,0,0,0,0
L52407,303.9,313.1,1440,41.1,12,0,0,0,0,0,0
M20088,303.9,313.1,1343,61.4,14,0,0,0,0,0,0
H34643,303.9,313.1,1790,26.7,17,0,0,0,0,0,0
M20090,303.8,313.1,2117,18.6,22,0,0,0,0,0,0
L52411,303.8,313.1,1458,42.2,25,0,0,0,0,0,0
L52412,303.6,312.9,1381,57.8,27,0,0,0,0,0,0
L52413,303.6,312.9,1450,45.3,29,0,0,0,0,0,0
L52414,303.7,312.9,1461,50.1,31,0,0,0,0,0,0
M20095,303.7,312.9,1511,41,33,0,0,0,0,0,0
L52416,303.8,313.1,1394,45.4,36,0,0,0,0,0,0
L52417,303.8,313,1499,42.3,38,0,0,0,0,0,0
L52418,303.7,313,1457,44.1,40,0,0,0,0,0,0
L52419,303.7,313,1753,29,42,0,0,0,0,0,0
L52420,303.7,313,1694,28,44,0,0,0,0,0,0
L52421,303.7,313.1,1683,28.4,46,0,0,0,0,0,0
L52422,303.7,313.1,1496,47.4,48,0,0,0,0,0,0
L52423,303.7,313.1,1721,34.8,50,0,0,0,0,0,0
L52424,303.6,313,1593,31.6,52,0,0,0,0,0,0
L52425,303.6,313,1575,38.3,54,0,0,0,0,0,0
L52426,303.5,313,1465,41,56,0,0,0,0,0,0
L52427,303.6,313.1,1405,38.3,58,0,0,0,0,0,0
M20108,303.5,313,1902,21.6,60,0,0,0,0,0,0
M20109,303.4,312.9,1422,39.9,63,0,0,0,0,0,0
L52430,303.5,312.9,1332,52.9,66,0,0,0,0,0,0
M20111,303.4,312.9,1307,54.3,68,0,0,0,0,0,0
L52432,303.5,313,1322,59.5,71,0,0,0,0,0,0
L52433,303.5,313,1547,40.3,73,0,0,0,0,0,0
L52434,303.5,313.1,1897,23.6,75,0,0,0,0,0,0
M20115,303.5,313,1403,51.9,77,0,0,0,0,0,0
L52436,303.5,313,1393,51.6,80,0,0,0,0,0,0
L52437,303.5,313,1482,38.5,82,0,0,0,0,0,0
M20118,303.5,312.9,1572,44.7,84,0,0,0,0,0,0
L52439,303.5,312.9,1544,36.9,87,0,0,0,0,0,0
M20120,303.5,313,1492,46.1,89,0,0,0,0,0,0
L52441,303.4,312.8,1513,35.8,92,0,0,0,0,0,0
L52442,303.4,312.8,1449,43.9,94,0,0,0,0,0,0
L52443,303.5,312.8,1877,22.3,96,0,0,0,0,0,0
L52444,303.4,312.8,1376,53.4,98,0,0,0,0,0,0
M20125,303.5,312.9,1883,23.3,100,0,0,0,0,0,0
M20126,303.4,312.8,1518,38.7,103,0,0,0,0,0,0
M20127,303.5,312.9,1438,42.8,106,0,0,0,0,0,0
L52448,303.4,312.9,1389,54.1,109,0,0,0,0,0,0
L52449,303.5,312.9,1504,44.8,111,0,0,0,0,0,0
L52450,303.5,312.9,1275,64.4,113,0,0,0,0,0,0
L52451,303.6,313,1534,39.7,115,0,0,0,0,0,0
M20132,303.6,313,1396,38.2,117,0,0,0,0,0,0
L52453,303.6,313.1,1395,44.1,120,0,0,0,0,0,0
L52454,303.6,313,1617,30.9,122,0,0,0,0,0,0
L52455,303.7,313.1,1423,41.2,124,0,0,0,0,0,0
L52456,303.5,313,1606,34,126,0,0,0,0,0,0
L52457,303.5,312.9,1501,44,128,0,0,0,0,0,0
M20138,303.5,312.9,1618,30.4,130,0,0,0,0,0,0
L52459,303.6,313,1522,35.8,133,0,0,0,0,0,0
L52460,303.6,312.9,1480,41.4,135,0,0,0,0,0,0
M20141,303.7,313,1469,39.9,137,0,0,0,0,0,0
H34696,303.8,313.2,1381,52.4,140,0,0,0,0,0,0
L52463,303.8,313.2,1525,41.9,145,0,0,0,0,0,0
M20144,303.8,313.2,1732,29.6,147,0,0,0,0,0,0
L52465,303.8,313.1,1523,39.8,150,0,0,0,0,0,0
L52466,303.8,313.1,1422,42.4,152,0,0,0,0,0,0
H34701,303.8,313.2,1506,46.9,154,0,0,0,0,0,0
L52468,303.8,313.2,1531,39.4,159,0,0,0,0,0,0
M20149,303.9,313.3,1507,34.3,161,0,0,0,0,0,0
L52470,303.9,313.3,1526,40.7,164,0,0,0,0,0,0
L52471,303.8,313.3,1406,52.1,166,0,0,0,0,0,0
M20152,303.9,313.3,1567,35,168,0,0,0,0,0,0
M20153,303.9,313.4,1464,49.1,171,0,0,0,0,0,0
L52474,303.9,313.4,1442,48.5,174,0,0,0,0,0,0
L52475,303.8,313.2,1336,47.8,176,0,0,0,0,0,0
H34710,303.8,313.2,1379,50.2,178,0,0,0,0,0,0
L52477,303.7,313.1,1406,48.6,183,0,0,0,0,0,0
M20158,303.7,313.1,2130,18.1,185,0,0,0,0,0,0
L52479,303.7,313.1,1355,49.1,188,0,0,0,0,0,0
M20160,303.8,313.2,1710,26.5,190,0,0,0,0,0,0
L52481,303.8,313.1,1309,55.8,193,0,0,0,0,0,0
L52482,303.9,313.1,1491,37.2,195,0,0,0,0,0,0
L52483,303.9,313.2,1481,44.1,197,0,0,0,0,0,0
L52484,303.9,313.1,1425,49.3,199,0,0,0,0,0,0
H34719,303.9,313.2,1680,29.1,201,0,0,0,0,0,0
H34720,304,313.2,1612,31.7,206,0,0,0,0,0,0
L52487,304,313.3,1530,34.8,211,0,0,0,0,0,0
L52488,304,313.2,1481,42.6,213,0,0,0,0,0,0
M20169,303.9,313.2,1422,48,215,1,1,0,0,0,0
L52490,303.8,313,1427,43,0,0,0,0,0,0,0
H34725,303.7,312.9,1460,49.8,2,0,0,0,0,0,0
L52492,303.6,312.9,1873,23.5,7,0,0,0,0,0,0
M20173,303.7,312.9,1566,32.6,9,0,0,0,0,0,0
L52494,303.6,312.8,1701,30.8,12,0,0,0,0,0,0
L52495,303.6,312.8,1710,27.2,14,0,0,0,0,0,0
M20176,303.6,312.8,1689,33.1,16,0,0,0,0,0,0
L52497,303.6,312.7,1637,32.9,19,0,0,0,0,0,0
L52498,303.5,312.6,1496,39,21,0,0,0,0,0,0
M20179,303.5,312.7,1402,47,23,0,0,0,0,0,0
L52500,303.4,312.7,1363,45.5,26,0,0,0,0,0,0
M20181,303.4,312.7,1576,49.9,28,0,0,0,0,0,0
M20182,303.4,312.7,1357,55.3,31,0,0,0,0,0,0
M20183,303.4,312.7,1399,48.4,34,0,0,0,0,0,0
M20184,303.4,312.8,1526,30.8,37,0,0,0,0,0,0
L52505,303.5,312.7,1694,27.3,40,0,0,0,0,0,0
M20186,303.5,312.7,1420,49.1,42,0,0,0,0,0,0
M20187,303.5,312.7,2116,16.7,45,0,0,0,0,0,0
M20188,303.7,312.9,1406,41.9,48,0,0,0,0,0,0
L52509,303.7,313,1456,45.5,51,0,0,0,0,0,0
L52510,303.6,312.9,1588,31.9,53,0,0,0,0,0,0
L52511,303.7,312.8,1448,44.5,55,0,0,0,0,0,0
H34746,303.6,312.7,1403,46.2,57,0,0,0,0,0,0
M20193,303.5,312.6,1405,51.6,62,0,0,0,0,0,0
M20194,303.4,312.6,2706,9.8,65,1,0,0,1,0,0
M20195,303.3,312.4,1505,38.9,68,0,0,0,0,0,0
L52516,303.2,312.4,1663,33.7,71,0,0,0,0,0,0
M20197,303.3,312.6,1482,44.4,73,0,0,0,0,0,0
M20198,303.3,312.5,1674,32.7,76,0,0,0,0,0,0
M20199,303.4,312.7,1594,32.8,79,0,0,0,0,0,0
L52520,303.5,312.7,1393,49.3,82,0,0,0,0,0,0
H34755,303.5,312.8,1404,55.8,84,0,0,0,0,0,0
M20202,303.5,312.8,1375,45.7,89,0,0,0,0,0,0
L52523,303.5,312.8,1607,38.4,92,0,0,0,0,0,0
L52524,303.4,312.8,1360,50.8,94,0,0,0,0,0,0
L52525,303.5,312.8,1524,39.4,96,0,0,0,0,0,0
L52526,303.4,312.7,1534,35.5,98,0,0,0,0,0,0
L52527,303.3,312.7,1262,63.8,100,0,0,0,0,0,0
L52528,303.3,312.6,1623,34.6,102,0,0,0,0,0,0
M20209,303.3,312.7,1642,33.6,104,0,0,0,0,0,0
M20210,303.4,312.8,1622,35.1,107,0,0,0,0,0,0
M20211,303.5,312.9,1530,34.5,110,0,0,0,0,0,0
M20212,303.4,312.8,1590,36.3,113,0,0,0,0,0,0
L52533,303.4,312.7,1589,34,116,0,0,0,0,0,0
L52534,303.4,312.6,1462,37.5,118,0,0,0,0,0,0
H34769,303.3,312.5,1328,49.8,120,0,0,0,0,0,0
H34770,303.3,312.6,1692,29,125,0,0,0,0,0,0
L52537,303.3,312.5,1968,20.6,130,0,0,0,0,0,0
H34772,303.3,312.6,1827,24.2,132,0,0,0,0,0,0
M20219,303.3,312.6,1397,47.1,137,0,0,0,0,0,0
L52540,303.3,312.6,1463,44,140,0,0,0,0,0,0
L52541,303.3,312.7,1643,30.7,142,0,0,0,0,0,0
L52542,303.2,312.6,1281,57,144,0,0,0,0,0,0
L52543,303.2,312.5,1518,39.9,146,0,0,0,0,0,0
L52544,303.2,312.6,1601,35.3,148,0,0,0,0,0,0
L52545,303.1,312.6,1548,36.4,150,0,0,0,0,0,0
H34780,303.1,312.6,1404,40.6,152,0,0,0,0,0,0
M20227,303.1,312.5,1766,26.7,157,0,0,0,0,0,0
M20228,303.1,312.5,1667,30,160,0,0,0,0,0,0
H34783,303,312.5,1507,37.9,163,0,0,0,0,0,0
H34784,303,312.4,1627,37.1,168,0,0,0,0,0,0
L52551,302.9,312.3,1435,47.7,173,0,0,0,0,0,0
H34786,302.9,312.3,1509,46.8,175,0,0,0,0,0,0
M20233,302.9,312.3,1809,25,180,0,0,0,0,0,0
L52554,302.9,312.3,1515,40.8,183,0,0,0,0,0,0
L52555,302.9,312.3,1530,34.9,185,0,0,0,0,0,0
H34790,302.8,312.3,1336,57.5,187,0,0,0,0,0,0
L52557,302.9,312.4,2030,19.1,192,0,0,0,0,0,0
L52558,302.9,312.4,1550,36.9,194,0,0,0,0,0,0
L52559,302.9,312.4,1446,41.7,196,0,0,0,0,0,0
L52560,302.8,312.3,1494,37.5,198,0,0,0,0,0,0
L52561,302.8,312.4,1651,27,200,0,0,0,0,0,0
L52562,302.9,312.4,1698,33.8,202,0,0,0,0,0,0
L52563,302.8,312.3,1504,40.3,204,0,0,0,0,0,0
M20244,302.9,312.4,1421,46,206,0,0,0,0,0,0
H34799,302.9,312.3,1754,26.9,209,0,0,0,0,0,0
L52566,302.9,312.2,1469,42,214,0,0,0,0,0,0
L52567,302.8,312.2,1433,50,216,0,0,0,0,0,0
M20248,302.8,312.3,1432,49,218,0,0,0,0,0,0
L52569,302.8,312.3,1366,49.1,221,0,0,0,0,0,0
H34804,302.8,312.3,1483,47.2,223,0,0,0,0,0,0
L52571,302.7,312.2,1572,34.4,228,0,0,0,0,0,0
L52572,302.8,312.2,1481,40.2,230,0,0,0,0,0,0
L52573,302.8,312.3,1473,42.6,232,0,0,0,0,0,0
M20254,302.8,312.3,1262,70.5,234,1,0,0,1,1,0
L52575,302.8,312.4,1529,36.8,237,0,0,0,0,0,0
L52576,302.8,312.4,1523,39.7,239,0,0,0,0,0,0
M20257,302.8,312.3,1416,42.7,241,0,0,0,0,0,0
L52578,302.9,312.4,1923,23.9,244,0,0,0,0,0,0
H34813,302.8,312.4,1411,53.8,246,1,0,0,0,1,0
L52580,302.7,312.4,1477,46.3,251,1,0,0,0,1,0
M20261,302.6,312.3,1454,54.8,253,1,1,0,0,1,0
L52582,302.7,312.3,1421,48.5,0,0,0,0,0,0,0
L52583,302.7,312.3,1858,25.4,2,0,0,0,0,0,0
H34818,302.8,312.5,1422,46.1,4,0,0,0,0,0,0
L52585,302.7,312.4,1444,48.7,9,0,0,0,0,0,0
L52586,302.7,312.4,1360,47.8,11,0,0,0,0,0,0
L52587,302.7,312.4,1954,24.8,13,0,0,0,0,0,0
L52588,302.6,312.4,1628,33,15,0,0,0,0,0,0
L52589,302.7,312.4,1433,44.2,17,0,0,0,0,0,0
M20270,302.7,312.5,1417,51.5,19,0,0,0,0,0,0
L52591,302.8,312.6,1462,39.4,22,0,0,0,0,0,0
L52592,302.9,312.6,1328,59.9,24,0,0,0,0,0,0
H34827,302.7,312.5,1527,36.4,26,0,0,0,0,0,0
L52594,302.6,312.3,1534,34.3,31,0,0,0,0,0,0
M20275,302.6,312.4,1410,50.3,33,0,0,0,0,0,0
L52596,302.6,312.3,1660,30.3,36,0,0,0,0,0,0
L52597,302.6,312.4,1386,45.8,38,0,0,0,0,0,0
L52598,302.6,312.4,1398,41.6,40,0,0,0,0,0,0
L52599,302.6,312.3,1321,53.4,42,0,0,0,0,0,0
L52600,302.6,312.3,1512,34.2,44,0,0,0,0,0,0
M20281,302.6,312.3,1566,36.6,46,0,0,0,0,0,0
M20282,302.7,312.4,1422,44.5,49,0,0,0,0,0,0
L52603,302.6,312.3,1647,31.8,52,0,0,0,0,0,0
L52604,302.6,312.2,1377,45.5,54,0,0,0,0,0,0
L52605,302.5,312.2,1775,27.9,56,0,0,0,0,0,0
L52606,302.6,312.3,1554,42,58,0,0,0,0,0,0
L52607,302.7,312.4,1423,51.9,60,0,0,0,0,0,0
L52608,302.7,312.4,1453,47.3,62,0,0,0,0,0,0
L52609,302.8,312.4,1590,34.4,64,0,0,0,0,0,0
L52610,302.8,312.5,1694,28.4,66,0,0,0,0,0,0
